question id,question,alternate questions,answer,sme
6435cb73b977c95ddfe2dac8,"For Direct Connect, Is a Virtual Desktop Infrastructure used for accessing, transmitting, or processing Scoped Data?",N/A,No,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Is there a process in place to erase Personal Data based on the Right to be Forgotten if required based upon the services provided?",N/A,Yes,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Does the organization maintain a record of processing activities, including any reliance on legitimate interests assessment for data processing?",N/A,Yes,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Are Windows servers used to process, store or used for scoped services?",N/A,Yes,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Is there an anti-malware policy or program that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy?",N/A,Yes,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Has the organization deployed antivirus and antimalware solutions?",N/A,Yes,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Is Unix or Linux used to process, store or used for scoped services?",N/A,Yes,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Are users required to 'su' or 'sudo' into root?",N/A,"Yes, root access is disabled.","Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Does remote su/root access require multi-factor authentication?",N/A,"No, root access is disabled.","Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Are Mainframes used to process, store or used for scoped services?",N/A,No,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Are ESM (RACF) and inherent security configuration settings configured to support mainframe access control standards and requirements?",N/A,Not applicable,"Coaster, Scott G"
6435cb73b977c95ddfe2dac8,"For Direct Connect, Is authentication required for access to any mainframe transaction or database system?",N/A,Not applicable,"Coaster, Scott G"
61d5a8eb8fecd3770d08125b,Does your company use proxy servers?,Does your company use proxy servers?,"['Yes', 'UnitedHealth Group utilizes Proxy Servers.']","Brick, Audrey"
62e157354fe92b3a01a09f16,How does the firm ensure it is investing enough in cybersecurity?,How does the firm ensure it is investing enough in cybersecurity? (Please type response),"['UnitedHealth Group invests in technology enhancements, including cybersecurity, or new processes using a risk-based approach in order to align with regulations, customer expectations, new and evolving risks, and industry best-practices. UnitedHealth Group upgrades and enhances its computing environment and systems on a regular basis to maximize efficiency and benefit from new data protection technologies. In addition to regular enhancements, UnitedHealth Group reviews and implements comprehensive upgrades to many of its systems on a quarterly basis. These planned enhancements do not represent a material reconfiguration or replacement of the existing platform or processes, but are intended to be sensitive to business needs and requirements. Application upgrades are scheduled in accordance with UnitedHealth Group schedule and release protocols, and are carefully monitored to assure that intended objectives are achieved. We devote significant resources to protecting and enhancing the security of our computer systems, software, networks, procedures and other technology assets in response to a continually changing threat landscape. UnitedHealth Group senior leadership are personally committed to supporting our cybersecurity program through dedicating budgets to fund sufficient technical staff and technology, and through their ""tone at the top"" communications.']","Swanson, Matthew"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, How do users access your system? Please describe the process from end to end including clients, OS, browser, connectivity, etc.",N/A,"End user opens browser (Chrome, Edge, or IE). User browsers to eCAC URL via shortcut or address. User logs into eCAC using OptumID, SSO, or eCAC username and password.","Dubose, Cowan"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, Does the application require any client side service accounts?",N/A,"No, Optional image and OCR services may require a client side domain account or utilize LocalSystem depending on client network topology.","Dubose, Cowan"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, Does the application require local administrator rights on client devices?",N/A,No,"Dubose, Cowan"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, Will this application allow users to upload files?",N/A,No,"Dubose, Cowan"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, Does your product have role-based user access?",N/A,Yes,"Dubose, Cowan"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, Who is responsible for user account management (Vendor, customer, or a third party)?",N/A,Customer is responsible,"Dubose, Cowan"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, Does the solution support Azure Active Directory integration?",N/A,Yes,"Dubose, Cowan"
621656508d714b4b47f485d0,"For Optum Enterprise CAC CDI 3D - WEB UI, Does the vendor require its server admins, network engineers, developers, DC Operations, etc. to use customerwhen logging into their own or third-party data center (Yes/ No)?",N/A,Yes,"Dubose, Cowan"
61d5a8f58fecd3770d081359,Internal Audit Include an Assessment of Compliance Using Any Specific Information Security or Privacy Standards,"Internal Audit Include an Assessment of Compliance Using Any Specific Information Security or Privacy Standards Does your internal audit include an assessment of your company's compliance with any specific information security or privacy standards?
*If yes, to what standards does your internal assessment audit compliance?","['Yes', 'Internal audits are conducted with the same Statement of Applicability as outlined within ISO.']","Hicks, Diane"
62605680baf5900f2f1d2916,"For Facets (OH CMC), a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,UHG Employees: Facets (OH CMC) uses Offshore UHG EmployeesThird Party Vendors: Facets (OH CMC) uses Offshore Third Party VendorsType of work being done by these resources: Facets (OH CMC) has resources working on support.,"Tafesse, Bobby"
62605680baf5900f2f1d2916,"For Facets (OH CMC), Does the application/solution use Third party vendors",N/A,Facets (OH CMC) uses third party vendors,"Tafesse, Bobby"
62605680baf5900f2f1d2916,"For Facets (OH CMC), Does the application/solution use Subcontractors",N/A,Facets (OH CMC) does not use subcontractors,"Tafesse, Bobby"
63109594eaad795268799d16,Maintaining a Bill of Materials for Third Party Libraries or Code Used In Our Service,Do you maintain a bill of materials for third party libraries or code in your service?,"['INTERNAL NOTE - INFO OBTAINED FROM A GOOGLE SEARCH: Software programs today frequently have a long list of third-party component parts. To maintain security and performance, companies must carefully track and manage each one. To monitor these components, software engineers often use a software bill of materials (SBOM). This machine-readable list contains all of the various items and dependencies contained in a piece of software. Yes']","Hicks, Diane"
6387c4f0b9746b1472767ecd,"Do you subscribe to a cybersecurity insurance? If yes, what does its coverage include?",N/A,"['Yes', ""UnitedHealth Group carries a cyber-liability insurance policy. While our coverage is broadly based, UnitedHealth Group's practice is to not disclose detailed sensitive insurance coverage provisions and exclusions.""]","Swanson, Matthew"
62432bbe07fac521dc6d5180,Windows Hello Historical Usage,Windows Hello Historical Usage Is Windows Hello the only product that has been used past and present?,"['UnitedHealth Group has been transitioning from the use of Smart Cards to Windows Hello. All Optum IT issued laptops or workstations previously required a UHG issued Smart Card to gain access to the device. As we continue to modernize technology across the organization, Smart Cards will soon be a thing of the past. We are transitioning to Windows Hello, a modern multi-factor credential that is simple and easy to use.']","DiCarlantonio, Deanna"
641cbf9ff608793ffedce687,Business Continuity / Disaster Recovery,N/A,"['PeopleSoft Optum ERP UHGWM110-006693 Is Disaster Recovery Plan managed by Enterprise Response and Resiliency Team? If not managed by Enterprise, please identify Disaster Recovery Solution DR Test Dates RPO: RTO: Internal Note: For accurate DR Test info, access the Enterprise Disaster Recovery SharePoint: https://uhgazure.sharepoint.com/sites/DisasterRecovery/SitePages/Home.aspx NA DR Type - Tier 4, managed by Application team, SLO and Technical Owner. Documentation and the details are present in the below link. DR Plan PS ERP DR Code – DR-111 DR Solution – DR Standby 10/29/2022 to 10/30/2022 1 Hour 8 Hours']","Bhatia, Jatin"
6266eda99225e002d4757693,"For HSA Bank Information System, IP Address",N/A,bis-optumbank.uhc.com: 10.175.230.163,"Kumar, Anil / Hasan, Raheenul"
6266eda99225e002d4757693,"For HSA Bank Information System, Who manages this Application?",N/A,HSA Bank Information System is managed by internal UHG Personnel (e.g. Optum Tech).,"Kumar, Anil / Hasan, Raheenul"
6266eda99225e002d4757693,"For HSA Bank Information System, Date of initial production Implementation",N/A,HSA Bank Information System was first implemented into the Production environment on 7/29/2011.,"Kumar, Anil / Hasan, Raheenul"
6266eda99225e002d4757693,"For HSA Bank Information System, Is this application being decommissioned? If so, when?",N/A,HSA Bank Information System is active and is not scheduled to be decommissioned at this time.,"Kumar, Anil / Hasan, Raheenul"
6266eda99225e002d4757693,"For HSA Bank Information System, Is this a:- Mainframe Application- Distributed Application- Internal Facing Web Application- External Facing Web Application-Other",N/A,"HSA Bank Information System is an Internal facing Web Application, Batch Jobs, APIs.","Kumar, Anil / Hasan, Raheenul"
6266eda99225e002d4757693,"For HSA Bank Information System, What is the Application’s Orientation?",N/A,HSA Bank Information System is internal - Accessible from UHG internal network only.,"Kumar, Anil / Hasan, Raheenul"
6266eda99225e002d4757693,"For HSA Bank Information System, If Internal facing Web Application or External facing Web Application, provide Production URL",N/A,https://bis-optumbank.uhc.com/,"Kumar, Anil / Hasan, Raheenul"
6266eda99225e002d4757693,"For HSA Bank Information System, Are Web Services provided?",N/A,HSA Bank Information System does provide Web Services. HSA Bank Information System uses Jboss for these Web Services.,"Kumar, Anil / Hasan, Raheenul"
6387c4f0b9746b1472767ed8,"How do you remedy the impacts of data breaches on your users/clients? Do you have a policy on such remedies? If so, does it apply across all of your operations?",N/A,"[""UnitedHealth Group's detailed breach notification process includes review of applicable state and federal laws to determine notification obligations specific to the impacted individual resulting from an incident. Contractual obligations are assessed and identified to ensure they are accounted for in the development of the notification. UnitedHealth Group offers individuals affected by a data breach appropriate identity theft prevention and mitigation services at no cost to the affected person for one year.""]","Swanson, Matthew"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Source Code Version Control Software",N/A,The Source Code Version Control Software used by IRIS - Integrated Rx Information System is CodeHub/SVN.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Testing Software Used for Automated Testing",N/A,"The Testing Software used for Automated Testing by IRIS - Integrated Rx Information System are HP Unified Functional Test (UFT), HP Application Lifecycle Management (ALM), HP LoadRunner.","Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Development Security Testing Software - Pre Production",N/A,The Development Security Testing Software – Pre-Production used by IRIS - Integrated Rx Information System is Forify Web Scan Administrator.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, End User Access Provisioning System",N/A,The End User Access Provisioning System used by IRIS - Integrated Rx Information System is Secure.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Type of DBMS leveraged (Relational, Network, Hierarchical, Flat File, Indexed, Proprietary)",N/A,The type of DBMS used by IRIS - Integrated Rx Information System is Relational.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Programming Language",N/A,"IRIS - Integrated Rx Information System uses PLSQL, JAVA Programming Languages.","Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Application Hardware Platform (Manufacture/Mode)",N/A,"The Application Hardware Platforms used by IRIS - Integrated Rx Information System are Oracle Exalogic Application/SOA Servers, SuperCluster Database Server.","Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Database Management Software (i.e. DB29.7 oracle 11g, SQL 2014)",N/A,The Application Database Management Software used by IRIS - Integrated Rx Information System is Oracle Database 12.1.0.2.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, If Internal facing Web Application or External facing Web Application, what browsers does the Application support? (i.e. Safari 5/1, Chrome 23.0 and newer, etc.)",N/A,IRIS - Integrated Rx Information System supports Internet Explorer.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Program Management Software (i.e. Endevor, Apache Subversion, Git)",N/A,IRIS - Integrated Rx Information System uses Subversion 1.9.5 Application Program Management Software.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Is open source leveraged?",N/A,IRIS - Integrated Rx Information System does leverage open source.,"Laktas, Tom"
62681f933e564150feb77600,"For IRIS - Integrated Rx Information System, Operating System used to support this application? Unix or LinuxWindows Mainframe AS400 Open VMS",N/A,Unix or Linux: YesWindows: NoMainframe: NoAS400: NoOpen VMS: No,"Laktas, Tom"
61d5a8fd8fecd3770d081435,Are records kept of all changes and/or incidents for each IT component?,Are records kept of all changes and/or incidents for each IT component? Are end user device security configuration standards documented?,"['Yes', 'Each Configuration Item (IT Component) has a record of all changes and incidents performed on them with access to the detailed information on all activities.']","Dobrotka, David"
642446fb2d7632572f067fc4,"For UHC Mobile, Are scoped systems or data stored or transferred in cloud-based public file sharing solutions? If yes, please explain in the Additional Information field.",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are organization-approved, cloud-based public file sharing solution(s) used e.g., SharePoint, Box, Google Drive, Dropbox, OneDrive? If yes, please identify the provider(s) in the Additional Information field.",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is open source software or libraries used to transmit, process or store Scoped data?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are information security reviews conducted and approved for the use or installation of open source software e.g., Linux, Apache, etc.?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is a web site or web application supported, hosted or maintained that processes scoped systems and data?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are security configuration standards documented for web server software?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is an Application Programming Interface (API) available to clients?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is there a formal security program established to include API security reviews?",N/A,Yes,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Do application security reviews include a security review of API design?",N/A,Yes,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is scoped data encrypted in transit within the API for both request and response?",N/A,Yes,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are APIs tested for security weaknesses?",N/A,Yes,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Can the API alert, block or lock based on rate limit?",N/A,Yes,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Can a client manage access to the APIs?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Do you have logical or Physical segregation between web, application and database components? (i.e., Internet, DMZ, Database)?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are web server software security configuration standards reviewed and/or updated at least annually to account for any changes in environment, available security features and/or leading practices?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are reviews performed to validate compliance with documented web server software security standards?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is HTTPS enabled for all web pages?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are all unnecessary/unused services in web server software uninstalled or disabled?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are all remote administration and file sharing services on web server software configured to require authentication and encryption?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are sample applications and scripts removed from web servers?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are all web server software files maintained separate from the Operating System?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are available high-risk web server software security patches applied and verified at least monthly?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are all web server software patching exceptions documented and approved by information security or senior management?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are web server software patches, service packs, and hot fixes tested prior to installation?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are third party alert services used to keep up to date with the latest web server software vulnerabilities?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are web server software versions that no longer have security patches released prohibited?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are web server software configuration options restricted to authorized users?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is sufficient detail contained in Web Server and application logs to support incident investigation, including successful and failed login attempts and changes to sensitive configuration settings and files?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are web server software events relevant to supporting incident investigation retained for a minimum of one year?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are Web Server and application logs relevant to supporting incident investigation protected against modification, deletion, and/or inappropriate access?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are compilers, editors or other development tools present in production web server environments?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are mobile applications that access scoped systems and data developed?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Can constituents process scoped data using mobile devices?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Can constituents view scoped data using mobile devices?",N/A,Yes,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Can constituents store scoped data using mobile devices?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Can constituents connect to scoped Systems using mobile devices?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Prior to device on-boarding are constituents required to sign a legal agreement which details the obligations and rights related to mobile devices?",N/A,No,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is the identity management system (directory services) integrated with mobile infrastructure to support people joining/leaving/changing roles in the enterprise?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are mobile operating system versions that are deemed end of life permitted to connect to scoped systems and data?",N/A,Yes,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is a Virtual Desktop Infrastructure used for accessing, transmitting, or processing Scoped Data?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is client scoped data collected, accessed, transmitted, processed, disclosed, or retained that can be classified as European Union Personal Data or Sensitive Personal Data e.g., racial, or ethnic origin, genetic data, biometric data, health data, sexual orientation, criminal history?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is there a process in place to erase Personal Data based on the Right to be Forgotten if required based upon the services provided?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Does the organization maintain a record of processing activities, including any reliance on legitimate interests assessment for data processing?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are Windows servers used to process, store or used for scoped services?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is there an anti-malware policy or program that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Has the organization deployed antivirus and antimalware solutions?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is Unix or Linux used to process, store or used for scoped services?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are users required to 'su' or 'sudo' into root?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Does remote su/root access require multi-factor authentication?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are Mainframes used to process, store or used for scoped services?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Are ESM (RACF) and inherent security configuration settings configured to support mainframe access control standards and requirements?",N/A,N/A,"Kilic, Jason"
642446fb2d7632572f067fc4,"For UHC Mobile, Is authentication required for access to any mainframe transaction or database system?",N/A,N/A,"Kilic, Jason"
6273eb1da037cc319cf82130,"For Program Integrity Prepay System, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,Program Integrity Prepay System does use Offshore UHG Employees. Offshore business resources use the application to process claim data.Program Integrity Prepay System does not use Offshore Third-Party Vendors.,"Vandenberg, Joel"
6273eb1da037cc319cf82130,"For Program Integrity Prepay System, Does the application/solution use Third party vendors",N/A,Program Integrity Prepay System does not use third-party vendors.,"Vandenberg, Joel"
6273eb1da037cc319cf82130,"For Program Integrity Prepay System, Does the application/solution use Subcontractors",N/A,Program Integrity Prepay System does use subcontractors.,"Vandenberg, Joel"
6273eb1da037cc319cf82130,"For Program Integrity Prepay System, What country are the subcontractors/third party vendors located?",N/A,N/A,"Vandenberg, Joel"
621cd4588d714b4b47fde68a,"For SubroPoint, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,UHG Employees: SubroPoint uses Offshore UHG Employees.Third Party Vendors: SubroPoint uses Offshore Third Party Vendors.Type of work being done by these resources: SubroPoint has resources working on development and testing.,"Rajarathinam, Senthilnathan"
621cd4588d714b4b47fde68a,"For SubroPoint, Does the application/solution use Third party vendors",N/A,SubroPoint uses Third Party Vendors.,"Rajarathinam, Senthilnathan"
621cd4588d714b4b47fde68a,"For SubroPoint, Does the application/solution use Subcontractors",N/A,SubroPoint uses subcontractors.,"Rajarathinam, Senthilnathan"
6218f8108d714b4b47fadc61,"For RXCLAIM Pharmacy Claims Adjudication (RXCL2), What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,RXCLAIM Pharmacy Claims Adjudication (RXCL2) session timeout for inactivity is 30 minutes and the system does require re-authentication,"Kudis, Robert"
6218f8108d714b4b47fadc61,"For RXCLAIM Pharmacy Claims Adjudication (RXCL2), How many concurrent users can this Application support?",N/A,N/A,"Kudis, Robert"
6218f8108d714b4b47fadc61,"For RXCLAIM Pharmacy Claims Adjudication (RXCL2), What is the Application availability or uptime (ex 99.9 percent) for the current year?",N/A,RXCLAIM Pharmacy Claims Adjudication (RXCL2) availability is 100% for the current year.,"Kudis, Robert"
6218f8108d714b4b47fadc61,"For RXCLAIM Pharmacy Claims Adjudication (RXCL2), Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,Time of Day: NoPhysical Location: No Network Subnet: Yes,"Kudis, Robert"
6217c8b98d714b4b47f88a65,"For Optum CAC Professional, Major system changes/updates that have taken place in the last 3 years",N/A,No major system changes or updates within the last 3 years (September 2017 – September 2020).,"Williams, Derrick / Kroeger, Todd"
6217c8b98d714b4b47f88a65,"For Optum CAC Professional, Are there any architectural changes anticipated within the next three years?",N/A,No,"Williams, Derrick / Kroeger, Todd"
6217c8b98d714b4b47f88a65,"For Optum CAC Professional, What downtime is required for upgrades, maintenance, etc.?  How are upgrades accomplished?",N/A,"For updates, Optum furnishes to the customer standard updates without charge to all other users of the hosted system, in accordance with regular release scheduled. Optum uses commercially reasonable efforts to provide sixty (60) days’ notice to the customer of major Optum CAC Professional system upgrades and enhancements, including documentation related to such upgrade, such as release notes or other communication. 
The customer has reasonable time (no fewer than thirty [30] days) before the major system release is migrated to production. Optum makes a preview environment available for the testing of third-party interfaces and integration.System maintenance is consistent with sound industry operation practice, where Optum takes down the hosted system for regularly scheduled, planned maintenance in accordance with the scheduled set forth below. The customer is advised in advance of release times not specified below (noting that maintenance is typically scheduled to occur during less-active times of the day).
Optum provides customers with notice as soon as possible of any non-regularly scheduled maintenance, such as emergency system maintenance, hot fixes and patches, as well as security and regulatory changes, Furthermore, Optum uses commercially reasonable efforts to make sure that such non-regularly scheduled maintenance is only conducted outside the following hours: Monday through Friday, 7 a.m. to 8:00 pm ET.
In the event that a critical Optum CAC Professional patch is required, Optum certifies and installs all patches within seven (7) days from the data that the patch is made available. This applies to critical patches only, including, but not limited to security issues, incorrect operation of Optum CAC Professional that materially impacts the safe or correct operation of the Software and so forth. 

Optum CAC Professional
Release Day: Second Sunday
Frequency: Monthly
Release Time: 2:00 AM - 7:00 Am (PST)

Optum NLP Engine
Release Day: Tuesday
Frequency: Every 6-7 weeks
Release Time: Not established","Williams, Derrick / Kroeger, Todd"
640b9b843d91be4bd800754e,Event & Audit Logs,N/A,['UHC Global Expat Mobile App UHGWM110-028033 Is a server side audit trail kept of what data has been downloaded? No'],"McCall, Matthew"
622a11c9674d17309020029f,"For Claim Payment System (UMR), Major system changes/updates that have taken place in the last 3 years",N/A,"Major system changes/updates that have taken place with Claim Payment System (UMR) in the last 3 years are listed below: Extended Online Availability, New customer like WV, HPI Zelis etc were added. Most recent update was on 11/24/2019","Khandelwal, Sameeksha / Kumar, Pradeep / Verma, Rajeev"
622a11c9674d17309020029f,"For Claim Payment System (UMR), Maintenance",N/A,"CPS: the UMR CPS platform is a proprietary application. Staff programmers develop, enhance and support the system.
CPS maintains a rolling 24 months of history within the online application. the historical purge process runs on a weekly basis to archive claims that are older than 2 years. the purged records are available through online reports and can be accessed on an as-needed basis. the historical reports are maintained for 10 years.
CPS maintenance is performed weekly. the maintenance window is on Sunday from 7pm-1am (CT). the length of the time depends on what maintenance activities are planned for that week. They system is restored as soon as the activities are completed.","Khandelwal, Sameeksha / Kumar, Pradeep / Verma, Rajeev"
622a11c9674d17309020029f,"For Claim Payment System (UMR), How often the application patches or application upgrades are released?",N/A,Claim Payment System uses monthly release to update application.,"Khandelwal, Sameeksha / Kumar, Pradeep / Verma, Rajeev"
622a11c9674d17309020029f,"For Claim Payment System (UMR), Can we patch with our regularly scheduled patching?",N/A,We do patch management not the customer. Claim Payment System uses own patching schedule.,"Khandelwal, Sameeksha / Kumar, Pradeep / Verma, Rajeev"
6234d645d556074013b726c6,"For Apollo Care Management and Coaching Platform, What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,Apollo Care Management and Coaching Platform session timeout for inactivity is 2 hours and the system does require re-authentication.,"Hennessey, Charles (Chuck)"
6234d645d556074013b726c6,"For Apollo Care Management and Coaching Platform, How many concurrent users can this Application support?",N/A,"Apollo Care Management and Coaching Platform can support approximately 2,500 concurrent users.","Hennessey, Charles (Chuck)"
6234d645d556074013b726c6,"For Apollo Care Management and Coaching Platform, What is the Application availability or uptime (ex 99.9 percent) for the current year?",N/A,Apollo Care Management and Coaching Platform availability is 99.88% for the current year.,"Hennessey, Charles (Chuck)"
6234d645d556074013b726c6,"For Apollo Care Management and Coaching Platform, Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,"Physical: NoTime of day: NoNetwork Subnet: Partially. In order to access the Apollo Care Management System, a user must be authenticated on the Optum Network, either in one of our offices, or via VPN.","Hennessey, Charles (Chuck)"
626c0255d5af8c72d00483cf,"For OH Dental Facets, Who manages this Application?",N/A,OH Dental Facets is managed by internal UHG Personnel (e.g. Optum Tech).,"Mitchell, Thomas D/Roder, Ronald J (RJ)"
626c0255d5af8c72d00483cf,"For OH Dental Facets, Date of initial production Implementation",N/A,OH Dental Facets was first implemented into the Production environment in May 2020.,"Mitchell, Thomas D/Roder, Ronald J (RJ)"
626c0255d5af8c72d00483cf,"For OH Dental Facets, Is this application being decommissioned? If so, when?",N/A,OH Dental Facets is active and is not scheduled to be decommissioned at this time.,"Mitchell, Thomas D/Roder, Ronald J (RJ)"
626c0255d5af8c72d00483cf,"For OH Dental Facets, Is this a:- Mainframe Application- Distributed Application- Internal Facing Web Application- External Facing Web Application-Other",N/A,OH Dental Facets is a Distributed Application.,"Mitchell, Thomas D/Roder, Ronald J (RJ)"
626c0255d5af8c72d00483cf,"For OH Dental Facets, What is the Application’s Orientation?",N/A,OH Dental Facets is internal - Accessible from UHG internal network only.,"Mitchell, Thomas D/Roder, Ronald J (RJ)"
